,Twitter_Id,Date_Published,Likes,Source,Tweet,Name,Language,Location, Retweets,Entities,Latest24hours,,,,
46,9.83743E+17,2018-04-10 16:27:48+00:00,0,Twitter Web Client,RT @lisableich: The Ultimate FAFSA Guide (2018) https://t.co/IVVEDfWJZq,CreditLoan,en,New York,2,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lisableich', 'name': 'Lisa Bleich', 'id': 140229108, 'id_str': '140229108', 'indices': [3, 14]}], 'urls': [{'url': 'https://t.co/IVVEDfWJZq', 'expanded_url': 'https://www.creditloan.com/student-loans/fafsa-guide/#.Wstz72PayCc.twitter', 'display_url': 'creditloan.com/student-loans/…', 'indices': [48, 71]}]}",,,,,
47,9.83372E+17,2018-04-09 15:54:05+00:00,0,Twitter Web Client,How To Get The Best Flight Deals: https://t.co/Jt0g2b5UkO,CreditLoan,en,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Jt0g2b5UkO', 'expanded_url': 'http://www.justintheknow.com/get-best-flight-deals/', 'display_url': 'justintheknow.com/get-best-fligh…', 'indices': [34, 57]}]}",,,,,
48,9.8083E+17,2018-04-02 15:31:33+00:00,2,Twitter Web Client,https://t.co/QQYNYB7MHD,CreditLoan,zxx,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QQYNYB7MHD', 'expanded_url': 'http://www.financialguidetolife.com/index.php/spending-your-money/paying-for-college/college-loans/', 'display_url': 'financialguidetolife.com/index.php/spen…', 'indices': [0, 23]}]}",,,,,
49,9.79368E+17,2018-03-29 14:43:25+00:00,2,Twitter Web Client,https://t.co/Yo3rOyW2e8  @RetireManifesto,CreditLoan,qme,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RetireManifesto', 'name': 'RetirementManifesto', 'id': 3293009217, 'id_str': '3293009217', 'indices': [25, 41]}], 'urls': [{'url': 'https://t.co/Yo3rOyW2e8', 'expanded_url': 'http://www.theretirementmanifesto.com/the-dilbert-principles-of-personal-finance-an-infographic/', 'display_url': 'theretirementmanifesto.com/the-dilbert-pr…', 'indices': [0, 23]}]}",,,,,
50,9.79078E+17,2018-03-28 19:29:53+00:00,2,Twitter Web Client,https://t.co/da4rfwZ6QD  @24Savvy,CreditLoan,qme,Florida,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '24Savvy', 'name': '24Savvy', 'id': 89519692, 'id_str': '89519692', 'indices': [25, 33]}], 'urls': [{'url': 'https://t.co/da4rfwZ6QD', 'expanded_url': 'http://www.24savvy.com/home/2016/6/17/50-best-money-saving-blogs-and-websites', 'display_url': '24savvy.com/home/2016/6/17…', 'indices': [0, 23]}]}",,,,,
51,9.78364E+17,2018-03-26 20:11:32+00:00,2,Twitter Web Client,https://t.co/Xy8y5seTJY @forafinancial,CreditLoan,qme,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ForaFinancial', 'name': 'Fora Financial', 'id': 143140400, 'id_str': '143140400', 'indices': [24, 38]}], 'urls': [{'url': 'https://t.co/Xy8y5seTJY', 'expanded_url': 'https://www.forafinancial.com/blog/small-business/5-credit-cards-no-annual-fees-consider-business/', 'display_url': 'forafinancial.com/blog/small-bus…', 'indices': [0, 23]}]}",,,,,
52,9.76956E+17,2018-03-22 22:59:12+00:00,0,Twitter Web Client,"RT @Mach1Financial: Applying for financial aid can be confusing, but it’s easier than it seems. Most students qualify to receive federal ai…",CreditLoan,en,Los Angeles,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Mach1Financial', 'name': 'Mach 1 Financial Group', 'id': 1268733170, 'id_str': '1268733170', 'indices': [3, 18]}], 'urls': []}",,,,,
53,9.76952E+17,2018-03-22 22:42:47+00:00,2,Twitter Web Client,How to Graduate from College without Student Loan Debt: https://t.co/z0UFh9As9c via @BankruptcyDC,CreditLoan,en,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BankruptcyDC', 'name': 'Lee Legal', 'id': 56117620, 'id_str': '56117620', 'indices': [84, 97]}], 'urls': [{'url': 'https://t.co/z0UFh9As9c', 'expanded_url': 'https://lee-legal.com/2018/03/21/how-to-graduate-from-college-without-student-loan-debt/', 'display_url': 'lee-legal.com/2018/03/21/how…', 'indices': [56, 79]}]}",,,,,
54,9.76663E+17,2018-03-22 03:34:23+00:00,0,Twitter Web Client,Wellness Movement Works for Your Overall Well-Being - Be Healthy Today https://t.co/cBOK4PkSST,CreditLoan,en,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cBOK4PkSST', 'expanded_url': 'https://behealthy.today/wellness-movement-overall-wellbeing/#.WrMkLuFP6B8.twitter', 'display_url': 'behealthy.today/wellness-movem…', 'indices': [71, 94]}]}",,,,,
55,9.75908E+17,2018-03-20 01:33:19+00:00,0,Twitter Web Client,https://t.co/xZEJn4nQJr,CreditLoan,zxx,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/xZEJn4nQJr', 'expanded_url': 'https://www.onlinecollegeplan.com/free-tools-college-finance/', 'display_url': 'onlinecollegeplan.com/free-tools-col…', 'indices': [0, 23]}]}",,,,,
56,9.75765E+17,2018-03-19 16:06:14+00:00,0,Twitter Web Client,https://t.co/sNOVU7cGQE  @ovmfinancial,CreditLoan,qme,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'OVMFinancial', 'name': 'OVM Financial, Inc.', 'id': 2342054990, 'id_str': '2342054990', 'indices': [25, 38]}], 'urls': [{'url': 'https://t.co/sNOVU7cGQE', 'expanded_url': 'http://teammovemortgage.com/2016/04/02/student-loan-payments-and-usda-no-money-down-loans/', 'display_url': 'teammovemortgage.com/2016/04/02/stu…', 'indices': [0, 23]}]}",,,,,
57,9.7446E+17,2018-03-16 01:38:06+00:00,0,Twitter Web Client,https://t.co/TL9LyAKlNB @youngmonfinance,CreditLoan,qme,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'youngmonfinance', 'name': 'Young Money Finance', 'id': 86144372, 'id_str': '86144372', 'indices': [24, 40]}], 'urls': [{'url': 'https://t.co/TL9LyAKlNB', 'expanded_url': 'http://www.youngmoneyfinance.com/2014/02/11/financial-advice-for-college-students/', 'display_url': 'youngmoneyfinance.com/2014/02/11/fin…', 'indices': [0, 23]}]}",,,,,
58,9.74435E+17,2018-03-16 00:00:45+00:00,2,Twitter Web Client,https://t.co/AxMxvEACMH @taynelawgroup,CreditLoan,qme,Florida,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'taynelawgroup', 'name': 'Tayne Law Group', 'id': 4514631952, 'id_str': '4514631952', 'indices': [24, 38]}], 'urls': [{'url': 'https://t.co/AxMxvEACMH', 'expanded_url': 'https://attorney-newyork.com/financial-aid-101/', 'display_url': 'attorney-newyork.com/financial-aid-…', 'indices': [0, 23]}]}",,,,,
59,9.74333E+17,2018-03-15 17:12:28+00:00,1,Twitter Web Client,https://t.co/AlinJKjbmS @snides45,CreditLoan,qme,Florida,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'snides45', 'name': 'Scott Snider', 'id': 803597255873855488, 'id_str': '803597255873855488', 'indices': [24, 33]}], 'urls': [{'url': 'https://t.co/AlinJKjbmS', 'expanded_url': 'https://www.mellenmoney.com/moneyblog/2017/8/25/common-student-loan-mistakes-part-i', 'display_url': 'mellenmoney.com/moneyblog/2017…', 'indices': [0, 23]}]}",,,,,
60,9.73664E+17,2018-03-13 20:57:08+00:00,1,Twitter Web Client,https://t.co/ygwvAZB9PX  @iliketodabble,CreditLoan,qme,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iliketodabble', 'name': 'Side Hustle Queen 👑 Daniella', 'id': 847465968762671104, 'id_str': '847465968762671104', 'indices': [25, 39]}], 'urls': [{'url': 'https://t.co/ygwvAZB9PX', 'expanded_url': 'https://iliketodabble.com/how-one-blogger-paid-off-40000-in-student-loans/', 'display_url': 'iliketodabble.com/how-one-blogge…', 'indices': [0, 23]}]}",,,,,
61,9.71419E+17,2018-03-07 16:15:09+00:00,1,Twitter Web Client,The 7 Best Ways to Pay for College https://t.co/iwg1P8vc0S via @zackarylee,CreditLoan,en,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ZackaryLee', 'name': 'Zackary Lee', 'id': 1508998810147569664, 'id_str': '1508998810147569664', 'indices': [63, 74]}], 'urls': [{'url': 'https://t.co/iwg1P8vc0S', 'expanded_url': 'http://bit.ly/2wnHiay', 'display_url': 'bit.ly/2wnHiay', 'indices': [35, 58]}]}",,,,,
62,9.6928E+17,2018-03-01 18:34:49+00:00,2,Twitter Web Client,"""How I paid off my student loan debt &amp; how I feel about my newfound freedom"" - https://t.co/EXElmK4NWg via @savingtosail",CreditLoan,en,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SavingToSail', 'name': 'Saving to Sail', 'id': 1413163418, 'id_str': '1413163418', 'indices': [111, 124]}], 'urls': [{'url': 'https://t.co/EXElmK4NWg', 'expanded_url': 'https://savingtosail.com/paid-off-student-loan-debt/', 'display_url': 'savingtosail.com/paid-off-stude…', 'indices': [83, 106]}]}",,,,,
63,9.69266E+17,2018-03-01 17:40:34+00:00,0,Twitter Web Client,8 great tips for managaing money and credit: https://t.co/8UZBqZ8Sww via @holliebeca,CreditLoan,en,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'holliebeca', 'name': 'hollie', 'id': 885192089448980482, 'id_str': '885192089448980482', 'indices': [73, 84]}], 'urls': [{'url': 'https://t.co/8UZBqZ8Sww', 'expanded_url': 'http://www.holliebeca.co.uk/2016/06/', 'display_url': 'holliebeca.co.uk/2016/06/', 'indices': [45, 68]}]}",,,,,
64,9.64264E+17,2018-02-15 22:23:24+00:00,0,Twitter Web Client,RT @CarolHCoxAuthor: 5 Advanced Hacks No One Taught You About Personal Finance https://t.co/avPZAJCtro via @CreditLoan,CreditLoan,en,Boston,2,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CarolHCoxAuthor', 'name': 'Carol H Cox', 'id': 286846521, 'id_str': '286846521', 'indices': [3, 19]}, {'screen_name': 'CreditLoan', 'name': 'CreditLoan.com', 'id': 20288521, 'id_str': '20288521', 'indices': [107, 118]}], 'urls': [{'url': 'https://t.co/avPZAJCtro', 'expanded_url': 'https://www.creditloan.com/blog/5-personal-finance-hacks/', 'display_url': 'creditloan.com/blog/5-persona…', 'indices': [79, 102]}]}",,,,,
65,9.63893E+17,2018-02-14 21:50:53+00:00,0,Twitter Web Client,The Not-To-Do List: 5 Credit Habits to Stop Now https://t.co/5SLoauVH9T,CreditLoan,en,Boston,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5SLoauVH9T', 'expanded_url': 'https://www.creditfaire.com/blog/5-credit-habits-to-stop-now/', 'display_url': 'creditfaire.com/blog/5-credit-…', 'indices': [48, 71]}]}",,,,,
66,9.61795E+17,2018-02-09 02:54:28+00:00,1,Twitter Web Client,"9 Places to Get a Loan, Even If You Have Bad Credit: https://t.co/TGTGLWdx6i @Andy_Tfr",CreditLoan,en,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Andy_Tfr', 'name': 'TradeFinanceCapital', 'id': 2375279160, 'id_str': '2375279160', 'indices': [77, 86]}], 'urls': [{'url': 'https://t.co/TGTGLWdx6i', 'expanded_url': 'http://tradefinancecapital.com/9-places-to-get-a-loan-even-if-you-have-bad-credit/', 'display_url': 'tradefinancecapital.com/9-places-to-ge…', 'indices': [53, 76]}]}",,,,,
67,9.61728E+17,2018-02-08 22:24:52+00:00,0,Twitter Web Client,"What is ""Frugal Living"", really? https://t.co/n4Dhnwv06L",CreditLoan,en,Florida,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/n4Dhnwv06L', 'expanded_url': 'https://www.themerrillproject.com/blog/frugal-living/', 'display_url': 'themerrillproject.com/blog/frugal-li…', 'indices': [33, 56]}]}",,,,,
68,9.606E+17,2018-02-05 19:46:07+00:00,0,Twitter Web Client,Bluehost Web Hosting: The Definitive Guide to Building a Six Figure Income Blog https://t.co/GYnQ69U9A0 via @billachola,CreditLoan,en,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'billachola', 'name': 'Bill Achola', 'id': 23431466, 'id_str': '23431466', 'indices': [108, 119]}], 'urls': [{'url': 'https://t.co/GYnQ69U9A0', 'expanded_url': 'http://sumo.ly/tztg', 'display_url': 'sumo.ly/tztg', 'indices': [80, 103]}]}",,,,,
69,9.59465E+17,2018-02-02 16:35:59+00:00,0,Twitter Web Client,"""The journey of a thousand miles begins with a single step."" Let the extra change in your pocket go towards making… https://t.co/zJaW2Lb9Dt",CreditLoan,en,Florida,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zJaW2Lb9Dt', 'expanded_url': 'https://twitter.com/i/web/status/959465430950825984', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [116, 139]}]}",,,,,
70,9.59441E+17,2018-02-02 14:59:34+00:00,1,Twitter Web Client,Proven Stock Trading Tips for Winning in Any Market https://t.co/OcwuT4lCut via @YourFinances__,CreditLoan,en,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'YourFinances__', 'name': 'YourFinances.blog', 'id': 865336684849885184, 'id_str': '865336684849885184', 'indices': [80, 95]}], 'urls': [{'url': 'https://t.co/OcwuT4lCut', 'expanded_url': 'https://yourfinances.blog/proven-stock-trading-tips-for-winning-in-any-market/', 'display_url': 'yourfinances.blog/proven-stock-t…', 'indices': [52, 75]}]}",,,,,
71,9.59179E+17,2018-02-01 21:37:50+00:00,0,Twitter Web Client,Uber introduces a credit card https://t.co/nEak7Obbwa,CreditLoan,en,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nEak7Obbwa', 'expanded_url': 'https://www.hidira.com/2017/10/25/uber-introduces-a-credit-card/', 'display_url': 'hidira.com/2017/10/25/ube…', 'indices': [30, 53]}]}",,,,,
72,9.59134E+17,2018-02-01 18:40:23+00:00,1,Twitter Web Client,When In Rome...Do As New Yorkers Do? https://t.co/jZAHKBlrpD via @csohosun,CreditLoan,en,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jZAHKBlrpD', 'expanded_url': 'http://monsoondiaries.com/2017/05/21/rome-in-2-days/', 'display_url': 'monsoondiaries.com/2017/05/21/rom…', 'indices': [37, 60]}]}",,,,,
73,9.55614E+17,2018-01-23 01:33:35+00:00,2,Twitter Web Client,The Easiest (And Hardest!) Ways To Pay Off Credit Card Debt https://t.co/nZuXzjRvYp via @perfectcentslvn,CreditLoan,en,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'perfectcentslvn', 'name': 'Kendall Hamilton', 'id': 862719237659295744, 'id_str': '862719237659295744', 'indices': [88, 104]}], 'urls': [{'url': 'https://t.co/nZuXzjRvYp', 'expanded_url': 'http://www.perfectcentsliving.com/easiest-ways-pay-credit-card-debt/?utm_source=twitter&utm_medium=social&utm_campaign=SocialWarfare', 'display_url': 'perfectcentsliving.com/easiest-ways-p…', 'indices': [60, 83]}]}",,,,,
74,9.5415E+17,2018-01-19 00:33:14+00:00,0,Twitter Web Client,How to Avoid the Most Common Financial Mistakes: https://t.co/7oVOlXGkrj,CreditLoan,en,San Francisco,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7oVOlXGkrj', 'expanded_url': 'http://financialautonomy.com.au/index.php/2017/08/23/how-to-avoid-the-most-common-financial-mistakes-part-1-episode-12/', 'display_url': 'financialautonomy.com.au/index.php/2017…', 'indices': [49, 72]}]}",,,,,
75,9.54044E+17,2018-01-18 17:32:09+00:00,1,Twitter Web Client,Pay Rent with a Credit Card with this App - MoneyHax https://t.co/JURTC4T5Fd from @moneyhaxin,CreditLoan,en,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JURTC4T5Fd', 'expanded_url': 'https://www.moneyhax.com/paying-rent-credit-card-plastiq/', 'display_url': 'moneyhax.com/paying-rent-cr…', 'indices': [53, 76]}]}",,,,,
76,9.54014E+17,2018-01-18 15:35:47+00:00,1,Twitter Web Client,Is it Possible to Make Good Money as a Freelancer? - https://t.co/AF4BuqCA6L via @bunnyslipcoffee,CreditLoan,en,New York,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AF4BuqCA6L', 'expanded_url': 'http://bit.ly/2hkwBTX', 'display_url': 'bit.ly/2hkwBTX', 'indices': [53, 76]}]}",,,,,
77,9.53659E+17,2018-01-17 16:02:29+00:00,0,Twitter Web Client,Financial Aid Help for College and Loan Refinancing: https://t.co/JRGu0NLG6P from @billcutterz,CreditLoan,en,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'billcutterz', 'name': 'BillCutterz', 'id': 201335315, 'id_str': '201335315', 'indices': [82, 94]}], 'urls': [{'url': 'https://t.co/JRGu0NLG6P', 'expanded_url': 'https://billcutterz.com/blog/2016/07/financial-aid-help-college-refinancing/', 'display_url': 'billcutterz.com/blog/2016/07/f…', 'indices': [53, 76]}]}",,,,,
78,9.53308E+17,2018-01-16 16:49:34+00:00,1,Twitter Web Client,Can I Get A Credit Card With Bad Credit? https://t.co/23AoJhgA1F from @CANSTAR,CreditLoan,en,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Canstar', 'name': 'Canstar', 'id': 28438847, 'id_str': '28438847', 'indices': [70, 78]}], 'urls': [{'url': 'https://t.co/23AoJhgA1F', 'expanded_url': 'https://www.canstar.com.au/credit-score/can-get-credit-card-bad-credit/', 'display_url': 'canstar.com.au/credit-score/c…', 'indices': [41, 64]}]}",,,,,
79,9.5329E+17,2018-01-16 15:37:18+00:00,1,Twitter Web Client,7 Major Differences Between Successful And Unsuccessful People: https://t.co/AK3E8vmUhe from @caseyimafidon,CreditLoan,en,Los Angeles,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CaseyImafidon', 'name': 'Casey Imafidon', 'id': 277021037, 'id_str': '277021037', 'indices': [93, 107]}], 'urls': [{'url': 'https://t.co/AK3E8vmUhe', 'expanded_url': 'http://caseyimafidon.com/2016/02/26/7-major-differences-between-successful-and-unsuccessful-people/', 'display_url': 'caseyimafidon.com/2016/02/26/7-m…', 'indices': [64, 87]}]}",,,,,
80,9.52994E+17,2018-01-15 20:01:43+00:00,1,Twitter Web Client,How to Improve Your Credit Score and Rating: https://t.co/2YRnAWuhGI from @sst_gary,CreditLoan,en,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sst_gary', 'name': 'Gary @ SuperSavingTips', 'id': 2599961318, 'id_str': '2599961318', 'indices': [74, 83]}], 'urls': [{'url': 'https://t.co/2YRnAWuhGI', 'expanded_url': 'https://supersavingtips.com/improve-your-credit-score/', 'display_url': 'supersavingtips.com/improve-your-c…', 'indices': [45, 68]}]}",,,,,
81,9.52941E+17,2018-01-15 16:31:31+00:00,2,Twitter Web Client,3 Positive Habits That Will Change Your Life https://t.co/DLSFtBOS8h via @MorganMandriota,CreditLoan,en,Florida,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'morganmandriota', 'name': 'Morgan Mandriota', 'id': 3169293800, 'id_str': '3169293800', 'indices': [73, 89]}], 'urls': [{'url': 'https://t.co/DLSFtBOS8h', 'expanded_url': 'https://www.hawkandpearl.com/3-positive-habits-will-change-life/', 'display_url': 'hawkandpearl.com/3-positive-hab…', 'indices': [45, 68]}]}",,,,,
82,9.51904E+17,2018-01-12 19:47:42+00:00,2,Twitter Web Client,"5 Tips for Developing Good Credit Habits, from @BestCompanyUSA - https://t.co/n48x1L2kDA",CreditLoan,en,Los Angeles,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BestCompanyUSA', 'name': 'Best Company', 'id': 2327626963, 'id_str': '2327626963', 'indices': [47, 62]}], 'urls': [{'url': 'https://t.co/n48x1L2kDA', 'expanded_url': 'https://bestcompany.com/credit-repair/blog/5-tips-for-developing-good-credit-habits', 'display_url': 'bestcompany.com/credit-repair/…', 'indices': [65, 88]}]}",,,,,
83,9.51236E+17,2018-01-10 23:35:39+00:00,0,Twitter Web Client,How to Get Approved for a Bad Credit Business Loan | Fora Financial Blog https://t.co/drF2hf77Yd @forafinancial,CreditLoan,en,Boston,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ForaFinancial', 'name': 'Fora Financial', 'id': 143140400, 'id_str': '143140400', 'indices': [97, 111]}], 'urls': [{'url': 'https://t.co/drF2hf77Yd', 'expanded_url': 'https://www.forafinancial.com/blog/working-capital/get-approved-bad-credit-business-loan/', 'display_url': 'forafinancial.com/blog/working-c…', 'indices': [73, 96]}]}",,,,,
84,9.51204E+17,2018-01-10 21:27:31+00:00,0,Twitter Web Client,Save Money on the Little Luxuries That You Just Can't Live Without: https://t.co/YUHSqiRpPH via @funkyfrugalmom,CreditLoan,en,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'funkyfrugalmom', 'name': 'Funky Frugal Mommy', 'id': 213739693, 'id_str': '213739693', 'indices': [96, 111]}], 'urls': [{'url': 'https://t.co/YUHSqiRpPH', 'expanded_url': 'http://www.funkyfrugalmommy.com/2017/03/save-money-on-little-luxuries-that-you.html', 'display_url': 'funkyfrugalmommy.com/2017/03/save-m…', 'indices': [68, 91]}]}",,,,,
85,9.50841E+17,2018-01-09 21:26:40+00:00,0,Twitter Web Client,5 articles for frugal living: https://t.co/nYA8fwTlmK via @oneincome,CreditLoan,en,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'oneincome', 'name': 'Monique Fullowka', 'id': 81967595, 'id_str': '81967595', 'indices': [58, 68]}], 'urls': [{'url': 'https://t.co/nYA8fwTlmK', 'expanded_url': 'http://www.oneincomedollar.com/2011/05/sundays-frugal-web-crawl_29.html', 'display_url': 'oneincomedollar.com/2011/05/sunday…', 'indices': [30, 53]}]}",,,,,
86,9.50833E+17,2018-01-09 20:53:55+00:00,0,Twitter Web Client,How will the Equifax data breach affect your ability to get a mortgage? https://t.co/bfUdTKcrcm,CreditLoan,en,San Francisco,2,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bfUdTKcrcm', 'expanded_url': 'https://wp.me/p6kP5X-15K', 'display_url': 'wp.me/p6kP5X-15K', 'indices': [72, 95]}]}",,,,,
87,9.5079E+17,2018-01-09 18:03:51+00:00,3,Twitter Web Client,How to Create Wealth Using a Net Worth App and Stop Living Paycheck to Paycheck: https://t.co/Dq6b4OwMzG via @MrsSavvySaver,CreditLoan,en,Boston,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MrsSavvySaver', 'name': 'Mrs Savvy Saver', 'id': 865959953516900353, 'id_str': '865959953516900353', 'indices': [109, 123]}], 'urls': [{'url': 'https://t.co/Dq6b4OwMzG', 'expanded_url': 'https://www.mrssavvysaver.com/net-worth-app/', 'display_url': 'mrssavvysaver.com/net-worth-app/', 'indices': [81, 104]}]}",,,,,
88,9.50431E+17,2018-01-08 18:15:28+00:00,1,Twitter Web Client,Travelling on a budget? Check out these great tips from @mrandolp https://t.co/GVD7Ss3BDj,CreditLoan,en,San Francisco,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mrandolp', 'name': 'BlackgirlZen', 'id': 44963882, 'id_str': '44963882', 'indices': [56, 65]}], 'urls': [{'url': 'https://t.co/GVD7Ss3BDj', 'expanded_url': 'https://blackgirlzen.com/how-to-travel-on-a-budget-hotel-and-flight-tips-and-tricks/', 'display_url': 'blackgirlzen.com/how-to-travel-…', 'indices': [66, 89]}]}",,,,,
89,9.40703E+17,2017-12-12 22:02:28+00:00,0,Twitter Web Client,RT @LidiyasBlog: 6 Surprisingly Easy Habits to Make You a Millionaire  - Read more at https://t.co/H4Y63GkhdT,CreditLoan,en,San Francisco,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LidiyasBlog', 'name': 'Lidiya Kesarovska', 'id': 1330922610, 'id_str': '1330922610', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/H4Y63GkhdT', 'expanded_url': 'https://www.creditloan.com/blog/6-millionaire-tips/', 'display_url': 'creditloan.com/blog/6-million…', 'indices': [86, 109]}]}",,,,,
90,9.37752E+17,2017-12-04 18:33:24+00:00,0,Twitter Web Client,Does the idea of budgeting fill you with dread? It doesn't have to! @PositivyPost1 https://t.co/caRkj6aLX1,CreditLoan,en,Florida,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/caRkj6aLX1', 'expanded_url': 'http://positivitypost.com/8-ways-to-budget-your-money/', 'display_url': 'positivitypost.com/8-ways-to-budg…', 'indices': [83, 106]}]}",,,,,
91,9.26546E+17,2017-11-03 20:24:01+00:00,1,Twitter Web Client,"11 Proven Credit Report Repair Steps You Must Take, from @middleclassdad1 https://t.co/nOKqvPX7Gr",CreditLoan,en,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'middleclassdad1', 'name': 'Middle Class Dad', 'id': 573054153, 'id_str': '573054153', 'indices': [57, 73]}], 'urls': [{'url': 'https://t.co/nOKqvPX7Gr', 'expanded_url': 'https://newmiddleclassdad.com/credit-report-repair/', 'display_url': 'newmiddleclassdad.com/credit-report-…', 'indices': [74, 97]}]}",,,,,
92,9.2394E+17,2017-10-27 15:49:06+00:00,0,Twitter Web Client,"People overpay for lots of things every day, but some of the most common might surprise you! https://t.co/3qv3zD0Oqm",CreditLoan,en,Los Angeles,2,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3qv3zD0Oqm', 'expanded_url': 'https://www.offers.com/blog/post/common-things-people-pay-too-much-for/', 'display_url': 'offers.com/blog/post/comm…', 'indices': [93, 116]}]}",,,,,
93,9.21048E+17,2017-10-19 16:19:26+00:00,1,Twitter Web Client,"What #airline has the most passengers?

Now you know! 

Find out about the American Airlines #travel credit card he… https://t.co/WbvK7XniLD",CreditLoan,en,Boston,0,"{'hashtags': [{'text': 'airline', 'indices': [5, 13]}, {'text': 'travel', 'indices': [93, 100]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WbvK7XniLD', 'expanded_url': 'https://twitter.com/i/web/status/921048153884938241', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]}",,,,,
94,9.21045E+17,2017-10-19 16:08:40+00:00,1,Twitter Web Client,The Best Citi Travel Rewards Cards https://t.co/qFFWuRnC52,CreditLoan,en,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qFFWuRnC52', 'expanded_url': 'https://www.creditloan.com/credit-cards/best-citi-travel-rewards/#.WejOAWgfLUY.twitter', 'display_url': 'creditloan.com/credit-cards/b…', 'indices': [35, 58]}]}",,,,,
